"Name","Code","Last","Change","%","Vol","Buy Vol","Buy Price","Sell Price","Sell Vol","Open","High","Low","Previous Close","Value","Sector","Remarks","Timestamp"
"Liang Huat","C4P","0.013","0.0040","30.76923","61184.0","9290.0","0.012","0.014","9374.0","0.013","0.015","0.013","0.0090","828827.0","2",,"20110726_181655",
"LifeBrandz","L20","0.0060","0.0","0.0","136.0","1.0","0.0050","0.0060","1001.0","0.0050","0.0060","0.0050","0.0060","682.0","4",,"20110726_181655",
"Linair","5FW","0.0","0.0","0.0","0.0","158.0","0.046","0.049","125.0","0.0","0.0","0.0","0.047","0.0","2",,"20110726_181655",
"LionAPac","L08","0.0","0.0","0.0","0.0","39.0","0.21","0.225","39.0","0.0","0.0","0.0","0.205","0.0","2",,"20110726_181655",
"LionTeckC","L17","0.475","0.01","2.1052632","107.0","38.0","0.475","0.48","6.0","0.47","0.475","0.47","0.465","50700.0","4",,"20110726_181655",
"LippoMapleT","D5IU","0.625","0.01","1.6","936.0","128.0","0.62","0.625","32.0","0.615","0.625","0.615","0.615","579155.0","9",,"20110726_181655",
"Lizhong","E94","0.0","0.0","0.0","0.0","4.0","0.37","0.4","30.0","0.0","0.0","0.0","0.4","0.0","2",,"20110726_181655",
"LKH","F1E","0.4","0.0","0.0","90.0","212.0","0.395","0.4","100.0","0.395","0.4","0.395","0.4","35900.0","3",,"20110726_181655",
"LMA","L24","0.32","-0.01","-3.125","206.0","30.0","0.315","0.32","50.0","0.32","0.32","0.32","0.33","65920.0","2",,"20110726_181655",
"Longcheer","L28","0.128","0.0020","1.5625","232.0","5.0","0.127","0.128","14.0","0.126","0.128","0.126","0.126","29255.0","A",,"20110726_181655",
"Lorenzo","5IE","0.115","0.0","0.0","30.0","5.0","0.114","0.118","44.0","0.115","0.115","0.115","0.115","3450.0","2",,"20110726_181655",
"LottVis^","M22","0.013","-0.0010","-7.6923075","19.0","692.0","0.013","0.014","101.0","0.013","0.013","0.013","0.014","247.0","A",,"20110726_181655",
"LTA n4.08%120521 10k","L06Z","0.0","0.0","0.0","0.0","10.0","1.028","1.033","10.0","0.0","0.0","0.0","1.03","0.0","5",,"20110726_181655",
"LTA n4.17%160510 10k","L07Z","1.08","0.0050","0.46296296","10.0","50.0","1.075","1.08","10.0","1.08","1.08","1.08","1.075","10800.0","5",,"20110726_181655",
"Lum Chang","L19","0.29","0.01","3.448276","169.0","6.0","0.285","0.29","7.0","0.285","0.29","0.285","0.28","48515.0","3",,"20110726_181655",
"LungKee BMU","L09","0.0","0.0","0.0","0.0","2.0","0.51","0.0","0.0","0.0","0.0","0.0","0.61","0.0","2",,"20110726_181655",
"Luxking","L34","0.0","0.0","0.0","0.0","555.0","0.012","0.02","100.0","0.0","0.0","0.0","0.013","0.0","2",,"20110726_181655",
"Luye Pharma","A61","1.03","0.0","0.0","62.0","32.0","1.0","1.03","23.0","1.02","1.03","1.02","1.03","63800.0","2",,"20110726_181655",
"Luzhou","L46","0.0","0.0","0.0","0.0","45.0","0.107","0.12","60.0","0.0","0.0","0.0","0.115","0.0","2",,"20110726_181655",
"Lyxor APEX50 10US$@","G1K","0.0","0.0","0.0","0.0","15.0","4.53","4.56","15.0","0.0","0.0","0.0","4.52","0.0","8",,"20110726_181655",
"Lyxor Asia 10US$@","P60","4.9","0.1","2.0408163","9.0","22.5","4.87","4.92","22.5","4.9","4.9","4.9","4.8","44100.0","8",,"20110726_181655",
"Lyxor AsiaCS 10US$@","NF6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","93.4","0.0","8",,"20110726_181655",
"Lyxor AsiaFN 10US$@","NF5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"20110726_181655",
"Lyxor AsiaIF 10US$@","NF3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"20110726_181655",
"Lyxor AsiaIT 10US$@","NF4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"20110726_181655",
"Lyxor AsiaMT 10US$@","NF7","0.0","0.0","0.0","0.0","1.0","72.19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8",,"20110726_181655",
"Lyxor AsiaRE 10US$@","MT7","0.0","0.0","0.0","0.0","5.0","9.25","9.34","5.0","0.0","0.0","0.0","9.13","0.0","8",,"20110726_181655",
"Lyxor China H 10US$@","P58","16.16","0.25","1.5470297","14.1","10.0","15.94","16.16","10.0","15.96","16.16","15.96","15.91","226297.0","8",,"20110726_181655",
"Lyxor Cmdty 10US$@","A0W","3.33","0.03","0.9009009","12.0","50.0","3.31","3.34","50.0","3.31","3.33","3.31","3.3","39777.0","8",,"20110726_181655",
"Lyxor CRBNoEny10US$@","G1O","0.0","0.0","0.0","0.0","50.0","3.16","3.19","50.0","0.0","0.0","0.0","3.18","0.0","8",,"20110726_181655",
"Lyxor EastEur 10US$@","H1M","6.19","0.07","1.1308562","5.0","10.0","6.11","6.17","15.0","6.19","6.19","6.19","6.12","30950.0","8",,"20110726_181655",
"Lyxor EM Mkts 10US$@","H1N","11.71","0.02","0.17079419","10.0","5.0","11.7","11.81","5.0","11.71","11.71","11.71","11.69","117100.0","8",,"20110726_181655",
"Lyxor Europe 10 US$@","JC5","13.55","0.18","1.3284132","10.0","5.0","13.44","13.54","5.0","13.55","13.55","13.55","13.37","135500.0","8",,"20110726_181655",
"Lyxor HangSeng10US$@","A9B","0.0","0.0","0.0","0.0","1.0","2.85","2.89","50.0","0.0","0.0","0.0","2.76","0.0","8",,"20110726_181655",
"Lyxor IndiaNifty 10@","FC6","0.0","0.0","0.0","0.0","10.0","15.2","15.34","10.0","0.0","0.0","0.0","15.32","0.0","8",,"20110726_181655",
"Lyxor Japan 10US$@","CW4","1.112","-0.0060","-0.53956836","23.96","0.32","1.11","1.118","1.5","1.115","1.118","1.112","1.118","26700.0","8",,"20110726_181655",
"Lyxor Korea 10US$@","AO9","5.8","0.12","2.0689654","43.96","35.0","5.79","5.84","17.5","5.77","5.83","5.77","5.68","254859.0","8",,"20110726_181655",
"Lyxor LATAM 10US$@","H1O","0.0","0.0","0.0","0.0","7.5","8.64","8.8","7.5","0.0","0.0","0.0","8.55","0.0","8",,"20110726_181655",
"Lyxor Malaysia10US$@","G1M","9.63","0.07","0.7268951","26.64","0.05","9.58","9.73","15.0","9.69","9.69","9.63","9.56","253721.0","8",,"20110726_181655",
"Lyxor MSIndia 10US$@","G1N","0.0","0.0","0.0","0.0","20.0","16.43","16.55","20.0","0.0","0.0","0.0","16.46","0.0","8",,"20110726_181655",
"Lyxor Nasdaq 10US$@","H1Q","9.7","0.07","0.7216495","8.0","40.0","9.71","9.76","40.0","9.7","9.7","9.7","9.63","77600.0","8",,"20110726_181655",
"Lyxor Russia 10US$@","JC7","5.18","0.0","0.0","1.6","10.0","5.19","5.23","10.0","5.18","5.18","5.18","5.18","8288.0","8",,"20110726_181655",
"Lyxor Taiwan 10US$@","A9A","0.0","0.0","0.0","0.0","150.0","1.112","1.119","13.0","0.0","0.0","0.0","1.106","0.0","8",,"20110726_181655",
"Lyxor US DJIA 10US$@","JC6","0.0","0.0","0.0","0.0","15.0","12.78","12.84","15.0","0.0","0.0","0.0","12.95","0.0","8",,"20110726_181655",
"Lyxor World 10US$@","H1P","0.0","0.0","0.0","0.0","50.0","1.342","1.355","50.0","0.0","0.0","0.0","1.32","0.0","8",,"20110726_181655",
"M Devt","N14","0.0","0.0","0.0","0.0","306.0","0.027","0.029","306.0","0.0","0.0","0.0","0.028","0.0","A",,"20110726_181655",
"M1","B2F","2.67","0.03","1.1235955","1751.0","97.0","2.66","2.67","219.0","2.63","2.68","2.63","2.64","4660860.0","7","CD","20110726_181655",
"MacCookPSF","A0P","0.158","0.0010","0.6329114","16.0","41.0","0.159","0.17","20.0","0.158","0.158","0.158","0.157","2528.0","9",,"20110726_181655",
"MacqIntInfra","M41","0.58","0.0","0.0","1855.0","6.0","0.575","0.58","391.0","0.58","0.58","0.575","0.58","1069935.0","7",,"20110726_181655",
"Magnus","576","0.017","0.0010","5.882353","995.0","5216.0","0.016","0.018","634.0","0.016","0.017","0.016","0.016","16765.0","A",,"20110726_181655",
"Malacca Trust","5TH","0.315","0.315","100.0","76000.0","1030.0","0.31","0.315","1138.0","0.3","0.34","0.295","0.0","2.4080684E7","8",,"20110726_181655",
"ManhattanRes","L02","1.26","-0.01","-0.7936508","94.0","19.0","1.255","1.26","2.0","1.27","1.27","1.26","1.27","118745.0","7",,"20110726_181655",
"Mann Seng","5QR","0.0","0.0","0.0","0.0","16.0","0.155","0.19","16.0","0.0","0.0","0.0","0.2","0.0","2",,"20110726_181655",
"ManOri US$","M04","0.0","0.0","0.0","0.0","15.0","2.05","2.14","9.0","0.0","0.0","0.0","2.07","0.0","6",,"20110726_181655",
"MapletreeCom","N2IU","0.885","0.0050","0.56497175","3095.0","1125.0","0.885","0.89","1502.0","0.88","0.89","0.88","0.88","2740035.0","9",,"20110726_181655",
"MapletreeInd","ME8U","1.14","-0.0050","-0.4385965","4143.0","695.0","1.14","1.145","181.0","1.15","1.155","1.14","1.145","4743590.0","9",,"20110726_181655",
"MapletreeLog","M44U","0.945","0.0050","0.52910054","3006.0","665.0","0.945","0.95","352.0","0.945","0.95","0.94","0.94","2842495.0","9","CD","20110726_181655",
"MapleTLog.ES.1107@","OD8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5","CD","20110726_181655",
"MapleTLog.ES.1108@","OQ0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5","CD","20110726_181655",
"Marco Polo","5LY","0.4","0.0","0.0","164.0","185.0","0.4","0.405","70.0","0.4","0.405","0.4","0.4","66250.0","7",,"20110726_181655",
"Maruwa 100 Yen1k","M12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"20110726_181655",
"Mary Chia","5OX","0.11","-0.01","-9.090909","10.0","7.0","0.11","0.13","50.0","0.11","0.11","0.11","0.12","1100.0","A",,"20110726_181655",
"Matex","M15","0.0","0.0","0.0","0.0","112.0","0.054","0.06","30.0","0.0","0.0","0.0","0.053","0.0","2",,"20110726_181655",
"Maveric","553","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.61","0.0","2",,"20110726_181655",
"MDR","A27","0.0060","0.0","0.0","6341.0","10859.0","0.0060","0.0070","39316.0","0.0060","0.0070","0.0060","0.0060","38546.0","A",,"20110726_181655",
"Medi-Flex","5FF","0.0","0.0","0.0","0.0","50.0","0.09","0.1","63.0","0.0","0.0","0.0","0.09","0.0","2",,"20110726_181655",
"Medtecs","546","0.077","0.0070","9.09091","4.0","1.0","0.075","0.078","4.0","0.07","0.078","0.07","0.07","298.0","2",,"20110726_181655",
"Megachem","5DS","0.0","0.0","0.0","0.0","29.0","0.181","0.21","10.0","0.0","0.0","0.0","0.195","0.0","4",,"20110726_181655",
"Meghmani SDS","M30","0.0","0.0","0.0","0.0","5.0","0.159","0.199","5.0","0.0","0.0","0.0","0.16","0.0","2",,"20110726_181655",
"Meiban Gp","M24","0.295","0.0","0.0","103.0","209.0","0.295","0.3","109.0","0.295","0.295","0.295","0.295","30385.0","2",,"20110726_181655",
"MemstarT","5MS","0.041","0.0010","2.4390244","161.0","3120.0","0.04","0.042","115.0","0.041","0.041","0.04","0.04","6551.0","2",,"20110726_181655",
"Memtech","M26","0.136","0.0060","4.4117646","50.0","50.0","0.135","0.138","71.0","0.136","0.136","0.136","0.13","6800.0","2",,"20110726_181655",
"Mencast","5NF","0.59","0.03","5.084746","2819.0","99.0","0.59","0.595","65.0","0.565","0.605","0.565","0.56","1660285.0","2",,"20110726_181655",
"Mercator","EE6","0.21","0.0","0.0","727.0","76.0","0.21","0.215","150.0","0.21","0.215","0.21","0.21","153740.0","7",,"20110726_181655",
"Mermaid","DU4","0.37","0.02","5.4054055","1488.0","124.0","0.365","0.37","32.0","0.35","0.37","0.35","0.35","539490.0","A",,"20110726_181655",
"Metal Comp","5DX","0.058","-0.0070","-12.068967","430.0","200.0","0.055","0.058","12.0","0.058","0.058","0.058","0.065","24940.0","2",,"20110726_181655",
"MetaxEngg","5HV","0.075","0.0020","2.6666665","78.0","22.0","0.075","0.08","78.0","0.075","0.075","0.075","0.073","5850.0","A",,"20110726_181655",
"MetroHldg","M01","0.78","0.0","0.0","420.0","259.0","0.78","0.785","27.0","0.785","0.785","0.78","0.78","329155.0","4",,"20110726_181655",
"Mewah","MV4","0.78","0.0050","0.64102566","4223.0","533.0","0.78","0.785","119.0","0.77","0.79","0.77","0.775","3302670.0","2",,"20110726_181655",
"MFG ADR 10US$","N6DD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.99","0.0","8",,"20110726_181655",
"MFS Tech","5BM","0.1","0.0050","5.0","120.0","96.0","0.095","0.1","80.0","0.095","0.1","0.095","0.095","11500.0","2",,"20110726_181655",
"Micro-Mech","5DD","0.0","0.0","0.0","0.0","10.0","0.435","0.48","117.0","0.0","0.0","0.0","0.425","0.0","2",,"20110726_181655",
"Mirach Ener","C68","0.0","0.0","0.0","0.0","4.0","0.115","0.12","100.0","0.0","0.0","0.0","0.122","0.0","A",,"20110726_181655",
"Miyoshi","M03","0.09","0.0020","2.222222","20.0","38.0","0.088","0.099","82.0","0.09","0.09","0.09","0.088","1800.0","2",,"20110726_181655",
"MIDAS","5EN","0.61","0.0","0.0","5892.0","145.0","0.61","0.615","799.0","0.61","0.62","0.605","0.61","3603095.0","2",,"20110726_181655",
"MIDAS.ES.1107@","OD9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"20110726_181655",
"MIDAS.ES.1108@","OP9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"20110726_181655",
"MITech","M11","0.0","0.0","0.0","0.0","50.0","0.1","0.0","0.0","0.0","0.0","0.0","0.096","0.0","2",,"20110726_181655",
"Moya Asia","5BT","0.078","0.0","0.0","4799.0","65.0","0.078","0.079","605.0","0.077","0.079","0.076","0.078","372721.0","A",,"20110726_181655",
"MR ADR 10US$+","K3QD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.0","0.0","A",,"20110726_181655",
"MSC 100","NC9","1.79","0.07","3.9106145","22.8","5.0","1.755","1.8","11.0","1.75","1.79","1.75","1.72","40236.0","C",,"20110726_181655",
"MTQ Corp","M05","0.9","0.0","0.0","40.0","20.0","0.9","0.905","20.0","0.9","0.9","0.9","0.9","36000.0","2","CD","20110726_181655",
"MTU ADR 10US$","N5YD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.44","0.0","8",,"20110726_181655",
"MultiChem","M06","0.136","0.0010","0.7352941","19.0","62.0","0.136","0.15","1.0","0.15","0.15","0.136","0.135","2598.0","2",,"20110726_181655",
"Mun Siong","MF6","0.153","-0.0030","-1.9607844","25.0","115.0","0.153","0.16","80.0","0.153","0.153","0.153","0.156","3825.0","A",,"20110726_181655",
"Murata 100 Yen1k","M20","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2",,"20110726_181655",
"N507100A 120401 10","7PKS","0.0","0.0","0.0","0.0","0.5","102.425","102.64","0.5","0.0","0.0","0.0","102.53","0.0","5",,"20110726_181655",
"N507101E 121001 10","7PLS","0.0","0.0","0.0","0.0","0.5","103.343","103.643","0.5","0.0","0.0","0.0","102.928","0.0","5",,"20110726_181655",
"N508100V 130401 10","3LKS","0.0","0.0","0.0","0.0","0.5","102.7","103.008","0.5","0.0","0.0","0.0","102.75","0.0","5",,"20110726_181655",
"N509100N 141001 10","3UHS","0.0","0.0","0.0","0.0","0.5","103.517","103.947","0.5","0.0","0.0","0.0","103.007","0.0","5",,"20110726_181655",
"N511100W 160401 10","OM1S","0.0","0.0","0.0","0.0","0.5","102.276","102.666","0.5","0.0","0.0","0.0","102.182","0.0","5",,"20110726_181655",
"N708100S 150701 10","3LLS","0.0","0.0","0.0","0.0","0.5","108.96","109.399","1.0","0.0","0.0","0.0","108.603","0.0","5",,"20110726_181655",
"N710100Z 170401 10","OM2S","0.0","0.0","0.0","0.0","0.5","107.962","108.882","0.5","0.0","0.0","0.0","106.83","0.0","5",,"20110726_181655",
"Nam Cheong","N4E","0.194","0.016","8.247422","7832.0","134.0","0.194","0.195","844.0","0.178","0.195","0.178","0.178","1484097.0","2",,"20110726_181655",
"NamLee","G0I","0.0","0.0","0.0","0.0","40.0","0.255","0.265","53.0","0.0","0.0","0.0","0.265","0.0","2",,"20110726_181655",
"NatCool","5IF","0.0","0.0","0.0","0.0","55.0","0.12","0.146","53.0","0.0","0.0","0.0","0.126","0.0","A",,"20110726_181655",
"NeraTel","N01","0.375","0.0050","1.3333334","139.0","19.0","0.375","0.38","161.0","0.37","0.375","0.37","0.37","52110.0","A",,"20110726_181655",
"NetPac","5QY","0.036","0.0010","2.777778","505.0","45.0","0.036","0.039","100.0","0.035","0.036","0.035","0.035","17730.0","2",,"20110726_181655",
"New Toyo","N08","0.245","-0.0050","-2.0408163","1762.0","42.0","0.245","0.25","66.0","0.255","0.255","0.245","0.25","443215.0","2",,"20110726_181655",
"New Wave","5FX","0.0","0.0","0.0","0.0","2700.0","0.01","0.011","180.0","0.0","0.0","0.0","0.01","0.0","A",,"20110726_181655",
"NewLakeside","5EG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.02","0.0","2",,"20110726_181655",
"NexGenSCom^","B07","0.026","-0.0010","-3.8461537","3843.0","26266.0","0.025","0.026","470.0","0.026","0.026","0.026","0.027","99918.0","4",,"20110726_181655",
"NEL","597","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.0","4",,"20110726_181655",
"NH Ceram","5AC","0.0","0.0","0.0","0.0","100.0","0.055","0.065","65.0","0.0","0.0","0.0","0.057","0.0","4",,"20110726_181655",
"Nico Steel","5GF","0.0","0.0","0.0","0.0","40.0","0.08","0.095","36.0","0.0","0.0","0.0","0.09","0.0","4",,"20110726_181655",
"Nippecraft","N32","0.0","0.0","0.0","0.0","30.0","0.047","0.065","20.0","0.0","0.0","0.0","0.045","0.0","2",,"20110726_181655",
"Nobel Des","547","0.3","0.0050","1.6666666","86.0","24.0","0.295","0.305","20.0","0.29","0.3","0.29","0.295","25530.0","A",,"20110726_181655",
"Noble Grp","N21","1.865","0.015","0.8042895","18315.0","1241.0","1.865","1.87","346.0","1.85","1.875","1.835","1.85","3.4130792E7","4",,"20110726_181655",
"Noble Grp.ES.1107@","OE1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.83","0.0","5",,"20110726_181655",
"Noble Grp.ES.1108@","OP7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"20110726_181655",
"Noel","543","0.0","0.0","0.0","0.0","10.0","0.18","0.225","5.0","0.0","0.0","0.0","0.19","0.0","4",,"20110726_181655",
"Nomura Yen1k","N33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.99","0.0","8",,"20110726_181655",
"Nordic","MR7","0.165","0.0020","1.2121211","237.0","48.0","0.165","0.168","15.0","0.161","0.165","0.161","0.163","38665.0","A",,"20110726_181655",
"Novo Gp","MR8","0.0","0.0","0.0","0.0","20.0","0.33","0.385","10.0","0.0","0.0","0.0","0.385","0.0","4","CD","20110726_181655",
"NOL","N03","1.44","-0.01","-0.6944444","6656.0","438.0","1.435","1.44","529.0","1.45","1.45","1.43","1.45","9582195.0","7",,"20110726_181655",
"NOL.ES.1107@","OE0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.455","0.0","5",,"20110726_181655",
"NOL.ES.1108@","OP8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5",,"20110726_181655",
"NSL","N02","1.325","0.0050","0.37735847","52.0","52.0","1.32","1.33","10.0","1.33","1.33","1.325","1.32","69110.0","1",,"20110726_181655",
"Ntegrator","5HC","0.0","0.0","0.0","0.0","300.0","0.021","0.022","152.0","0.0","0.0","0.0","0.022","0.0","A",,"20110726_181655",
"NTES ADR 10US$+","K3MD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46.96","0.0","A",,"20110726_181655",
"NX02100S 120701 10","OM6S","0.0","0.0","0.0","0.0","0.5","103.186","103.486","0.5","0.0","0.0","0.0","103.363","0.0","5",,"20110726_181655",
"NX03100Z 130701 10","OM4S","0.0","0.0","0.0","0.0","0.5","103.881","104.111","0.5","0.0","0.0","0.0","103.953","0.0","5",,"20110726_181655",
"NX04100F 140701 10","OM3S","0.0","0.0","0.0","0.0","0.5","109.556","109.976","0.5","0.0","0.0","0.0","109.467","0.0","5",,"20110726_181655",
"NX09100W 190601 10","3UIS","0.0","0.0","0.0","0.0","0.5","105.726","106.546","0.5","0.0","0.0","0.0","104.523","0.0","5",,"20110726_181655",
"NX11100X 210601 10","OM0S","0.0","0.0","0.0","0.0","0.5","101.167","101.907","0.5","0.0","0.0","0.0","100.358","0.0","5",,"20110726_181655",
"NY01100F 160901 10","OM7S","0.0","0.0","0.0","0.0","0.5","115.709","116.679","1.5","0.0","0.0","0.0","115.807","0.0","5",,"20110726_181655",
"NY03100A 180901 10","OM5S","0.0","0.0","0.0","0.0","0.5","118.38","119.23","0.5","0.0","0.0","0.0","118.422","0.0","5",,"20110726_181655",
"NY05100N 200901 10","6SUS","0.0","0.0","0.0","0.0","0.5","111.295","112.025","0.5","0.0","0.0","0.0","111.14","0.0","5",,"20110726_181655",
"NY07100X 220901 10","7PMS","0.0","0.0","0.0","0.0","0.5","108.784","109.774","0.5","0.0","0.0","0.0","107.987","0.0","5",,"20110726_181655",
"NY09100H 240901 10","3UJS","0.0","0.0","0.0","0.0","0.5","106.043","107.123","0.5","0.0","0.0","0.0","106.1","0.0","5",,"20110726_181655",
"NZ07100S 270301 10","7QQS","0.0","0.0","0.0","0.0","0.1","111.138","111.75","0.5","0.0","0.0","0.0","110.808","0.0","5",,"20110726_181655",
"NZ10100F 300901 10","OL9S","102.0","0.394","0.3862745","0.5","0.5","101.998","102.15","0.5","102.0","102.0","102.0","101.606","51000.0","5",,"20110726_181655",
"Oakwell","584","0.067","-0.0010","-1.4925373","190.0","10.0","0.067","0.068","100.0","0.067","0.067","0.067","0.068","12730.0","4",,"20110726_181655",
"Ocean Int^","O30","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.015","0.0","2",,"20110726_181655",
"Ocean Sky","O05","0.0","0.0","0.0","0.0","880.0","0.12","0.125","122.0","0.0","0.0","0.0","0.117","0.0","2",,"20110726_181655",
"Oceanus","579","0.2","-0.0050","-2.5","4023.0","930.0","0.2","0.205","2164.0","0.2","0.205","0.198","0.205","802927.0","4",,"20110726_181655",
"OCBC Bk","O39","9.88","0.01","0.10121457","3631.0","23.0","9.87","9.88","51.0","9.82","9.88","9.72","9.87","3.5768996E7","8",,"20110726_181655",
"OCBC Bk 4.2%NCPS","O15","1.025","-0.0050","-0.4878049","10.0","167.0","1.025","1.035","110.0","1.025","1.025","1.025","1.03","10250.0","8",,"20110726_181655",
